Energia;Tempo;Bailabilidad;Genero;Volumen ;Vivacidad;Valencia;Hablabilidad;Popularidad;Fecha_lanzamiento;Instrumentalidad;Modo;duration_min;Acustico
0.808;108.548;0.554;pop;-4.169;0.159;0.372;0.0368;93;18/10/2024;0;1;277.166.666.666.667;0.214
0.756;116.034;0.66;pop;-3.743;0.193;0.838;0.032;92;19/07/2024;0;0;284.813.333.333.333;0.00289
0.711;146.921;0.487;pop;-4.22;0.152;0.317;0.0322;71;19/11/2024;0;1;252.745;0.000175
0.413;94.938;0.494;pop;-10.432;0.193;0.273;0.0254;93;26/07/2024;6.72e-05;1;353.298.333.333.333;0.682
0.907;112.964;0.674;pop;-4.086;0.297;0.721;0.064;93;23/08/2024;0;1;262.133.333.333.333;0.101
0.651;112.648;0.694;pop;-6.968;0.0787;0.471;0.0784;93;26/09/2024;1.36e-05;1;376.468.333.333.333;0.496
0.247;148.101;0.467;pop;-12.002;0.17;0.126;0.0431;93;17/05/2024;0.000271;0;435.778.333.333.333;0.612
0.776;103.963;0.699;pop;-5.282;0.205;0.708;0.0293;88;23/08/2024;5.36e-06;1;292.431.666.666.667;0.131
0.722;119.973;0.769;pop;-5.485;0.111;0.57;0.0507;92;27/09/2024;2.56e-06;0;426.666.666.666.667;0.0584
0.582;116.712;0.7;pop;-5.96;0.0881;0.785;0.0356;94;5/04/2024;0;0;36.404;0.0502
0.563;105.008;0.833;pop;-5.593;0.139;0.343;0.204;82;15/11/2024;1.27e-05;0;304.761.666.666.667;0.528
0.627;150.273;0.336;pop;-7.463;0.0708;0.35;0.0384;87;28/10/1994;0;1;401.845;0.164
0.598;107.732;0.733;pop;-8.228;0.156;0.935;0.0278;72;7/07/2023;3.71e-06;1;443.266.666.666.667;0.212
0.471;105.029;0.472;pop;-5.692;0.14;0.219;0.0603;89;5/04/2024;0;1;300.506.666.666.667;0.151
0.668;128.027;0.924;pop;-6.795;0.0678;0.787;0.0469;93;21/06/2024;0.000594;1;326.373.333.333.333;0.446
0.872;184.115;0.466;pop;-3.344;0.121;0.806;0.0336;79;15/11/2024;0;1;31.738;0.0156
0.586;107.015;0.675;pop;-6.086;0.104;0.621;0.0531;87;23/08/2024;0;1;310.608.333.333.333;0.257
0.406;115.94;0.53;pop;-7.507;0.133;0.338;0.033;90;21/06/2024;0;1;261.911.666.666.667;0.656
0.369;174.097;0.448;pop;-9.514;0.638;0.0998;0.0452;88;6/04/2015;0.272;1;34.702;0.968
0.627;155.865;0.687;pop;-4.975;0.0893;0.47;0.181;78;15/11/2024;0;1;343.443.333.333.333;0.326
0.807;124.053;0.612;pop;-2.81;0.101;0.398;0.0336;90;22/04/2013;0.0177;1;400.666.666.666.667;0.0495
0.417;67.528;0.464;pop;-9.345;0.0974;0.479;0.0256;90;9/09/2013;0.022;0;306.593.333.333.333;0.136
0.604;159.92;0.561;pop;-4.409;0.104;0.242;0.0337;89;15/09/2023;1.9e-05;1;351.148.333.333.333;0.199
0.559;78.558;0.558;pop;-9.222;0.109;0.62;0.0959;90;21/07/2017;7.49e-06;1;300.645;0.371
0.661;173.372;0.429;pop;-7.227;0.234;0.285;0.0281;89;10/07/2000;0.000121;1;444.621.666.666.667;0.00239
0.812;80.09;0.505;pop;-3.986;0.444;0.664;0.461;88;28/10/2024;0;1;426.526.666.666.667;0.285
0.56;134.066;0.853;pop;-4.961;0.0944;0.86;0.0406;88;17/11/2016;0;1;344.488.333.333.333;0.013
0.698;143.994;0.726;pop;-4.165;0.309;0.867;0.0431;89;7/12/2012;0;1;38.913;0.049
0.727;94.99;0.739;pop;-5.968;0.104;0.676;0.0426;90;23/08/2024;0;0;28.645;0.0678
0.555;96.063;0.392;pop;-6.707;0.13;0.191;0.039;87;28/10/2024;0.000253;0;463.358.333.333.333;0.287
0.52;120.001;0.672;pop;-7.747;0.115;0.37;0.0353;89;17/11/2014;0;1;377.666.666.666.667;0.859
0.47;67.086;0.598;pop;-8.744;0.505;0.879;0.0496;83;19/10/1964;0;1;210.445;0.617
0.64;84.828;0.264;pop;-6.221;0.151;0.19;0.0442;89;23/06/2023;2.31e-06;1;407.808.333.333.333;0.0393
0.841;109.021;0.635;pop;-5.379;0.0622;0.424;0.0422;85;11/05/2010;0;1;36.789;0.0134
0.706;80.969;0.722;pop;-4.857;0.067;0.599;0.0292;84;31/05/2024;0;1;285.486.666.666.667;0.072
0.757;142.579;0.482;pop;-4.586;0.143;0.12;0.0355;88;10/11/2023;0.0016;1;144.973.333.333.333;0.0137
0.715;155.925;0.315;pop;-8.072;0.0942;0.497;0.0362;87;1998;7.97e-06;0;482.555;0.00125
0.864;105.143;0.556;pop;-5.87;0.209;0.4;0.0584;88;2000;0;0;361.466.666.666.667;0.00958
0.643;117.025;0.74;pop;-5.446;0.0407;0.96;0.0413;84;19/08/2024;0.00229;1;41.904;0.041
0.725;130.504;0.633;pop;-4.257;0.205;0.64;0.0427;87;23/08/2024;0;1;371.986.666.666.667;0.0461
0.731;101.654;0.483;pop;-6.696;0.151;0.484;0.0381;85;5/08/2014;0;1;340.466.666.666.667;0.436
0.928;127.939;0.571;pop;-3.725;0.297;0.488;0.0453;78;15/11/2024;0;0;278.353.333.333.333;0.00932
0.513;109.935;0.745;pop;-9.116;0.216;0.929;0.087;88;22/08/2024;0;1;2.577;0.783
0.689;120.208;0.724;pop;-7.174;0.0922;0.936;0.0524;89;22/08/2024;6.77e-06;0;243.568.333.333.333;0.573
0.621;191.868;0.525;pop;-7.364;0.291;0.592;0.117;82;24/11/2014;0;1;340.155;0.0489
0.424;119.705;0.754;pop;-8.463;0.0652;0.806;0.0363;80;2/12/1957;0;1;218.288.333.333.333;0.643
0.646;115.842;0.645;pop;-8.334;0.074;0.295;0.0427;86;8/03/2024;3.04e-05;1;381.065;0.0615
0.789;91.911;0.757;latin;-3.46;0.0717;0.464;0.0583;78;1/04/2022;0;0;336.956.666.666.667;0.307
0.778;96.057;0.911;latin;-2.248;0.179;0.345;0.262;84;13/10/2023;2.16e-05;1;27.128;0.0887
0.786;111.989;0.781;latin;-5.211;0.107;0.759;0.0885;68;22/09/2023;5.88e-06;0;380.421.666.666.667;0.115
0.411;169.934;0.584;latin;-7.147;0.0955;0.412;0.0838;71;27/11/2020;4.47e-05;0;362.948.333.333.333;0.869
0.804;110.982;0.82;latin;-7.226;0.064;0.844;0.0528;68;18/03/2021;0.00215;1;35.333;0.175
0.522;110.427;0.75;latin;-7.018;0.0743;0.601;0.0293;78;1/04/2021;0;1;535.926.666.666.667;0.282
0.888;130.97;0.617;latin;-4.567;0.162;0.771;0.0402;72;17/06/2016;0;1;400.933.333.333.333;0.0705
0.856;123.031;0.748;latin;-3.517;0.142;0.927;0.0348;68;22/10/2021;0;0;315.533.333.333.333;0.0824
0.673;92.06;0.453;latin;-5.649;0.131;0.266;0.144;76;17/02/2022;0;1;266.415;0.32
0.686;79.928;0.647;latin;-5.745;0.528;0.268;0.0413;80;6/05/2022;1.34e-06;0;430.498.333.333.333;0.08
0.595;108.02;0.777;latin;-6.79;0.0669;0.546;0.0375;75;6/05/2022;0.00139;1;407.406.666.666.667;0.59
0.588;142.004;0.872;latin;-6.276;0.17;0.93;0.0492;70;6/05/2022;0;1;384.506.666.666.667;0.275
0.498;122.016;0.876;latin;-7.511;0.143;0.428;0.0478;75;6/05/2022;0;1;288.531.666.666.667;0.0706
0.69;151.991;0.839;latin;-4.464;0.176;0.744;0.0615;76;6/05/2022;8.33e-06;1;327.355;0.207
0.616;103.071;0.797;latin;-10.229;0.0979;0.451;0.375;74;6/05/2022;0.000293;0;56.602;0.762
0.516;111.005;0.87;latin;-8.006;0.11;0.53;0.0541;71;22/04/2022;0.00823;1;350.333.333.333.333;0.656
0.543;139.929;0.84;latin;-4.941;0.128;0.74;0.0568;70;15/01/2020;0;1;376.353.333.333.333;0.678
0.623;130.037;0.919;latin;-6.521;0.0609;0.775;0.0992;71;28/07/2022;1.63e-05;1;261.696.666.666.667;0.184
0.782;128.033;0.621;latin;-5.548;0.23;0.55;0.044;80;6/07/2022;0.033;1;331.563.333.333.333;0.0125
0.524;83.97;0.653;latin;-9.016;0.203;0.553;0.0502;81;4/12/2020;0;0;266.985;0.112
0.586;189.978;0.326;latin;-7.966;0.0787;0.295;0.0605;71;11/11/2021;0;1;437.181.666.666.667;0.531
0.662;93.976;0.892;latin;-3.894;0.363;0.607;0.162;68;22/12/2022;1.24e-06;1;378.355;0.169
0.724;83.118;0.569;latin;-4.076;0.27;0.562;0.0474;75;17/04/2023;0;0;324.271.666.666.667;0.228
0.421;98.224;0.537;latin;-8.72;0.138;0.524;0.0285;80;23/09/2022;0;1;306.768.333.333.333;0.827
0.665;100.09;0.858;latin;-4.772;0.119;0.659;0.152;79;1/12/2023;0;1;325.978.333.333.333;0.126
0.534;93.924;0.832;arabic;-7.813;0.165;0.116;0.253;78;15/05/2020;0;0;221.388.333.333.333;0.345
0.542;135.14;0.926;arabic;-5.064;0.0877;0.564;0.293;70;1/05/2020;0;1;303.215;0.135
0.73;155.008;0.834;arabic;-3.714;0.124;0.446;0.222;81;3/08/2018;0;1;521.366.666.666.667;0.00513
0.564;77.972;0.856;arabic;-6.295;0.134;0.483;0.392;70;4/12/2020;0;0;2.266;0.00327
0.576;166.162;0.77;arabic;-11.845;0.08;0.364;0.339;68;7/06/2019;0;0;2.12;0.138
0.716;91.007;0.701;arabic;-3.671;0.324;0.732;0.0361;80;26/03/2021;0;0;234.221.666.666.667;0.174
0.658;140.042;0.8;arabic;-6.142;0.111;0.462;0.079;77;28/08/2020;0;0;325.715;0.25
0.882;148.038;0.569;arabic;-2.777;0.142;0.201;0.06;88;28/07/2023;0;0;319.501.666.666.667;0.0316
0.662;112.509;0.897;arabic;-6.903;0.534;0.39;0.292;79;5/10/2018;0;0;242.571.666.666.667;0.0852
0.346;119.957;0.963;arabic;-9.309;0.108;0.562;0.53;75;18/05/2018;0;0;237.121.666.666.667;0.0355
0.524;140.053;0.747;arabic;-6.807;0.2;0.363;0.245;71;18/08/2017;0;0;35.522;0.0306
0.444;140.063;0.906;arabic;-8.692;0.173;0.678;0.384;68;15/07/2016;6.44e-05;0;391.733.333.333.333;0.136
0.639;168.112;0.772;arabic;-7.119;0.0698;0.261;0.467;74;7/06/2019;0;1;2.776;0.15
0.487;127.05;0.964;arabic;-6.071;0.115;0.108;0.421;77;30/11/2018;6.07e-06;0;256.706.666.666.667;0.00127
0.347;75.016;0.884;arabic;-8.227;0.0871;0.376;0.35;72;6/07/2017;7,00E-06;0;367.178.333.333.333;0.015
0.619;127.956;0.962;arabic;-5.562;0.083;0.154;0.405;72;1/05/2020;0;0;241.086.666.666.667;0.0354
0.395;76.984;0.793;arabic;-5.578;0.109;0.128;0.385;69;30/11/2018;1.4e-05;1;355.478.333.333.333;0.277
0.353;87.997;0.797;arabic;-9.931;0.102;0.0731;0.369;73;6/11/2018;0;0;347.155;0.59
0.516;119.996;0.877;arabic;-5.426;0.143;0.255;0.0706;77;1/12/2017;0;0;270.088.333.333.333;0.215
0.744;84.005;0.867;arabic;-5.171;0.0713;0.645;0.227;71;7/08/2020;0;1;288.813.333.333.333;0.268
0.515;120.1;0.567;arabic;-10.265;0.078;0.321;0.247;73;11/10/2019;0;0;373.333.333.333.333;0.354
0.463;108.003;0.97;arabic;-7.259;0.151;0.46;0.366;72;16/08/2019;0;1;237.361.666.666.667;0.0957
0.662;143.943;0.767;arabic;-4.856;0.123;0.259;0.0578;69;16/06/2023;0;0;322.221.666.666.667;0.103
0.622;130.001;0.847;arabic;-6.747;0.285;0.22;0.0903;82;16/06/2023;0;0;2.084;0.119
0.701;134.039;0.71;arabic;-5.415;0.178;0.564;0.0317;68;26/05/2023;0;1;36.529;0.0105
0.727;150.062;0.477;arabic;-4.053;0.108;0.227;0.286;70;30/04/2021;0;1;394.206.666.666.667;0.000866
0.48;143.029;0.846;arabic;-8.618;0.0989;0.419;0.359;68;8/05/2020;0;0;282.553.333.333.333;0.269
0.651;163.935;0.665;arabic;-5.515;0.0896;0.237;0.156;77;10/12/2018;0;1;292.925;0.0414
0.692;79.899;0.623;arabic;-5.122;0.153;0.566;0.0504;78;8/03/2019;0;1;400.085;0.328
0.572;141.996;0.823;arabic;-6.067;0.113;0.568;0.0865;69;9/11/2018;0;0;293.256.666.666.667;0.0079
0.613;149.972;0.65;arabic;-6.13;0.267;0.0804;0.128;76;10/07/2020;0;0;324.368.333.333.333;0.00336
0.529;161.989;0.671;arabic;-7.226;0.0856;0.203;0.307;83;10/12/2018;0.000335;1;276.366.666.666.667;0.0769
0.736;147.946;0.776;arabic;-4.612;0.159;0.233;0.247;71;10/12/2018;0;1;311.575;0.0802
0.801;104.986;0.778;arabic;-7.326;0.0912;0.914;0.106;70;15/06/2023;0.000155;0;262.856.666.666.667;0.692
0.819;110.14;0.726;arabic;-7.094;0.27;0.636;0.106;70;12/04/2024;9.65e-05;1;236.363.333.333.333;0.477
0.651;67.813;0.49;arabic;-6.259;0.108;0.567;0.138;68;16/04/2024;7.59e-06;1;30.099;0.714
0.653;150.097;0.547;arabic;-3.875;0.103;0.163;0.081;74;6/09/2019;0;1;291.421.666.666.667;0.456
0.552;144.941;0.64;arabic;-5.679;0.119;0.112;0.129;84;22/03/2024;0;1;380.445;0.0215
0.552;119.476;0.765;arabic;-7.524;0.193;0.492;0.309;82;2/12/2022;0;0;324.645;0.175
0.764;140.113;0.882;arabic;-5.241;0.119;0.886;0.204;81;23/05/2024;0;1;234.555;0.359
0.634;101.837;0.502;arabic;-3.367;0.188;0.645;0.144;72;8/08/2024;0.0341;0;366.046.666.666.667;0.677
0.64;112.984;0.869;arabic;-7.677;0.0747;0.535;0.0424;68;8/08/2024;0.00119;0;287.663.333.333.333;0.011
0.719;113.012;0.897;arabic;-7.164;0.0677;0.546;0.157;71;22/08/2024;0.000531;0;262.926.666.666.667;0.116
0.668;87.973;0.573;arabic;-4.356;0.109;0.145;0.0467;82;2/12/2022;4.01e-05;0;3.332;0.189
0.52;95.865;0.578;arabic;-8.399;0.124;0.425;0.151;68;4/10/2024;3.38e-06;0;257.631.666.666.667;0.554
0.841;147.989;0.754;arabic;-4.563;0.0903;0.838;0.0921;68;10/07/2024;0;1;229.473.333.333.333;0.136
0.683;145.379;0.501;arabic;-7.881;0.0685;0.623;0.211;71;15/10/2024;9.25e-05;0;268.965;0.109
0.648;93.2;0.737;arabic;-5.493;0.105;0.746;0.138;77;18/10/2024;6.92e-06;1;432.256.666.666.667;0.252
0.541;139.978;0.716;arabic;-7.909;0.115;0.387;0.149;72;18/05/2018;0;1;411.758.333.333.333;0.0021
0.874;118.079;0.774;arabic;-5.641;0.413;0.927;0.0488;75;15/11/2024;0.34;0;290.088.333.333.333;0.142
0.52;120.001;0.672;pop;-7.747;0.115;0.37;0.0353;89;17/11/2014;0;1;377.666.666.666.667;0.859
0.366;141.981;0.604;pop;-7.519;0.133;0.13;0.0282;77;14/10/2021;0;1;374.491.666.666.667;0.578
0.422;119.964;0.53;pop;-6.262;0.107;0.349;0.0342;78;4/10/2013;0;1;368.933.333.333.333;0.407
0.264;119.93;0.422;pop;-7.064;0.132;0.331;0.0322;83;30/08/2013;0;1;449.266.666.666.667;0.922
0.547;95.0;0.778;pop;-7.273;0.132;0.442;0.0489;83;18/09/2012;0.000306;1;404.555;0.344
0.706;122.013;0.663;pop;-4.972;0.115;0.474;0.0383;71;1/01/2014;0;0;429.733.333.333.333;0.0654
0.779;173.799;0.468;pop;-4.839;0.101;0.26;0.0779;77;21/10/2016;0.000373;1;362.911.666.666.667;0.112
0.661;173.372;0.429;pop;-7.227;0.234;0.285;0.0281;89;10/07/2000;0.000121;1;444.621.666.666.667;0.00239
0.454;159.982;0.689;pop;-7.643;0.0707;0.912;0.0584;89;16/09/2022;0.00259;1;26.541;0.0351
0.715;155.925;0.315;pop;-8.072;0.0942;0.497;0.0362;87;1998;7.97e-06;0;482.555;0.00125
0.5;117.896;0.664;pop;-6.935;0.0966;0.801;0.0651;87;14/10/2022;0;1;303.911.666.666.667;0.799
0.28;72.795;0.612;pop;-8.648;0.088;0.387;0.0434;87;7/12/2012;0;1;356.378.333.333.333;0.932
0.663;121.07;0.6;pop;-5.802;0.119;0.286;0.0477;86;25/11/2013;0;1;409.155;0.225
0.537;122.769;0.445;pop;-8.532;0.0944;0.131;0.04;86;24/06/2013;1.65e-05;0;407.266.666.666.667;0.695
0.635;103.019;0.617;pop;-6.769;0.164;0.446;0.0317;86;7/04/2017;1.44e-05;0;411.933.333.333.333;0.0498
0.296;115.284;0.351;pop;-10.109;0.095;0.12;0.0333;86;19/04/2018;0;0;333.643.333.333.333;0.934
0.697;138.992;0.74;pop;-4.912;0.224;0.732;0.034;86;15/07/2022;0;1;272.746.666.666.667;0.0268
0.652;95.977;0.825;pop;-3.183;0.0931;0.931;0.0802;86;3/03/2017;0;0;389.521.666.666.667;0.581
0.192;175.212;0.369;pop;-12.151;0.0954;0.148;0.04;85;22/04/2022;8.35e-06;0;380.021.666.666.667;0.555
0.841;109.021;0.635;pop;-5.379;0.0622;0.424;0.0422;85;11/05/2010;0;1;36.789;0.0134
0.557;85.043;0.358;pop;-7.398;0.0902;0.494;0.059;85;28/10/2016;0;1;352.445;0.695
0.607;81.001;0.684;pop;-8.127;0.191;0.498;0.1;85;26/11/2010;0.000307;0;325.621.666.666.667;0.0267
0.448;95.05;0.599;pop;-6.312;0.106;0.168;0.0232;86;3/03/2017;0;1;4.39;0.163
0.442;146.277;0.557;pop;-7.224;0.11;0.213;0.0243;84;27/08/2002;1.46e-05;1;5.16;0.731
0.552;75.881;0.346;pop;-6.864;0.114;0.0789;0.0282;84;4/10/2012;0;0;477.466.666.666.667;0.417
0.822;167.997;0.604;pop;-4.833;0.147;0.288;0.0438;84;23/06/2017;0.134;1;311.911.666.666.667;0.00672
0.543;68.534;0.359;pop;-7.582;0.118;0.453;0.0919;84;23/08/2019;1.58e-05;1;368.845;0.492
0.763;120.042;0.695;pop;-3.497;0.0863;0.551;0.0396;83;6/09/2019;0.00242;1;3.588;0.189
0.425;102.078;0.357;pop;-7.301;0.322;0.27;0.0333;83;20/03/2020;0;1;330.066.666.666.667;0.584
0.741;153.96;0.601;pop;-5.569;0.415;0.441;0.0478;83;19/03/2021;2.91e-05;1;255.316.666.666.667;0.185
0.713;120.032;0.742;pop;-5.522;0.059;0.879;0.0303;83;2/09/2014;0;0;3.166;0.0205
0.379;107.989;0.614;pop;-10.48;0.0986;0.201;0.0476;84;21/06/2014;0.000464;1;431.645;0.607
0.754;149.789;0.752;pop;-6.684;0.0486;0.755;0.0615;82;14/04/2015;0;1;3.448;0.0151
0.417;138.178;0.209;pop;-8.74;0.113;0.124;0.0338;82;7/06/2005;0.00196;1;492.555;0.164
0.603;97.994;0.712;pop;-5.52;0.115;0.67;0.0262;82;24/03/2023;0;1;442.488.333.333.333;0.186
0.574;111.881;0.459;pop;-4.857;0.0885;0.183;0.0577;81;22/11/2019;0;1;358.511.666.666.667;0.608
0.648;96.888;0.633;pop;-6.645;0.161;0.49;0.062;81;21/10/2022;2.62e-06;1;334.483.333.333.333;0.121
0.776;77.987;0.585;pop;-5.898;0.3;0.427;0.0459;81;4/06/2002;7.74e-06;1;407.511.666.666.667;0.0572
0.585;139.631;0.449;pop;-6.761;0.0833;0.212;0.0268;81;24/10/2011;8.75e-05;1;464.531.666.666.667;0.0509
0.327;91.05;0.775;pop;-7.241;0.0821;0.595;0.0557;82;11/06/2021;0;1;31.581;0.841
0.445;78.998;0.781;pop;-6.061;0.184;0.591;0.0295;81;21/06/2014;0;1;469.266.666.666.667;0.474
0.638;79.064;0.481;pop;-5.862;0.154;0.497;0.0276;80;27/03/2001;0;1;433.221.666.666.667;0.153
0.845;110.056;0.671;pop;-4.93;0.329;0.775;0.048;80;25/05/2023;0;0;294.298.333.333.333;0.0207
0.797;139.994;0.704;pop;-5.927;0.0546;0.825;0.0475;79;13/05/2022;0.000745;1;247.476.666.666.667;0.0826
0.628;103.998;0.674;pop;-7.079;0.0944;0.552;0.03;79;18/09/2012;0;1;413.178.333.333.333;0.00144
0.862;95.051;0.712;pop;-4.612;0.093;0.809;0.0378;82;2002;0;0;343.666.666.666.667;0.0525
0.473;119.992;0.765;pop;-5.829;0.391;0.34;0.0514;79;1/04/2016;0;1;3.955;0.287
0.465;89.087;0.449;pop;-8.964;0.303;0.543;0.0791;79;27/03/2020;1.02e-06;1;330.618.333.333.333;0.524
0.798;116.032;0.796;pop;-6.312;0.0952;0.942;0.0317;79;13/08/2021;4.19e-05;1;337.891.666.666.667;0.034
0.53;108.038;0.63;pop;-7.259;0.177;0.417;0.0434;78;9/01/2015;0;1;375.088.333.333.333;0.4
0.55;101.19;0.551;pop;-5.339;0.202;0.342;0.0286;78;22/04/2022;0;1;294.066.666.666.667;0.777
0.663;102.0;0.651;pop;-5.569;0.0994;0.465;0.0281;80;2002;0;0;432.421.666.666.667;0.228
0.401;111.825;0.677;pop;-8.467;0.116;0.195;0.0308;78;20/10/2017;0;1;388.086.666.666.667;0.712
0.699;114.481;0.85;pop;-3.292;0.32;0.915;0.0776;78;18/08/2023;0;1;19.039;0.152
0.764;169.928;0.591;pop;-5.484;0.103;0.478;0.0483;78;9/07/2021;0;1;236.343.333.333.333;0.0383
0.45;178.765;0.597;pop;-6.658;0.382;0.537;0.0418;78;8/05/2020;0;1;380.803.333.333.333;0.223
0.82;144.905;0.621;pop;-4.865;0.104;0.452;0.0367;78;11/05/2010;0;1;383.653.333.333.333;0.332
0.174;112.672;0.681;pop;-8.745;0.0983;0.231;0.0315;78;9/03/2018;3.35e-05;1;433.808.333.333.333;0.837
0.488;136.07;0.752;pop;-7.05;0.0936;0.533;0.0705;78;17/01/2020;9.2e-06;1;336.101.666.666.667;0.293
0.738;119.976;0.721;pop;-4.77;0.118;0.637;0.0403;77;21/05/2021;4.41e-06;1;258.305;0.00226
0.902;100.012;0.673;pop;-2.392;0.0558;0.536;0.0346;77;1/01/2014;0.000227;1;323.733.333.333.333;0.0591
0.788;120.076;0.748;pop;-7.055;0.0863;0.884;0.0334;78;2/09/2014;0;1;392.488.333.333.333;0.0591
0.657;107.01;0.753;pop;-3.061;0.112;0.437;0.0449;76;23/01/2018;0;1;307.886.666.666.667;0.171
0.342;102.819;0.516;pop;-8.985;0.21;0.0993;0.0425;76;10/01/2020;0;1;344.098.333.333.333;0.55
0.794;114.066;0.601;pop;-5.844;0.418;0.244;0.0671;76;21/06/2019;1.36e-06;0;361.831.666.666.667;0.00987
0.673;203.812;0.492;pop;-5.431;0.137;0.488;0.0347;76;31/01/2023;0;1;273.091.666.666.667;0.413
0.426;84.876;0.674;pop;-9.504;0.132;0.337;0.122;76;27/09/2013;0;1;316.975;0.12
0.656;104.036;0.638;pop;-5.886;0.146;0.225;0.0357;75;2007;0;1;437.445;0.188
0.825;94.931;0.56;pop;-3.862;0.161;0.268;0.0379;75;30/04/2002;0;1;395.821.666.666.667;0.323
0.792;119.054;0.627;pop;-4.311;0.0845;0.415;0.031;75;9/04/2021;3.97e-06;1;392.945;0.13
0.54;116.947;0.759;pop;-6.039;0.0945;0.75;0.0287;75;21/06/2019;0;0;318.266.666.666.667;0.037
0.683;159.878;0.515;pop;-5.099;0.392;0.572;0.0371;74;12/03/2012;2.64e-06;1;368.245;0.0749
0.444;150.96;0.703;pop;-9.331;0.0973;0.712;0.0417;74;12/05/2008;0;1;404.911.666.666.667;0.559
0.719;112.027;0.558;pop;-5.113;0.115;0.371;0.0267;74;2001;0;1;347.666.666.666.667;0.0367
0.495;129.062;0.864;pop;-7.036;0.0992;0.72;0.037;74;1/01/2011;0.000133;1;408.288.333.333.333;0.591
0.706;92.513;0.482;pop;-5.762;0.105;0.144;0.0607;74;18/11/2012;0.00106;1;374.866.666.666.667;0.135
0.495;103.375;0.694;pop;-14.222;0.0644;0.799;0.0329;74;2006;0.00351;1;428.645;0.0137
0.586;126.684;0.553;pop;-6.319;0.0813;0.443;0.0362;74;29/06/2018;0;1;327.288.333.333.333;0.697
0.903;74.988;0.52;pop;-5.497;0.254;0.652;0.042;74;4/10/2019;0;1;366.335;0.00517
0.331;72.023;0.459;pop;-12.603;0.135;0.271;0.0421;73;7/03/2019;0.00104;0;30.604;0.817
0.714;175.924;0.564;pop;-4.987;0.155;0.33;0.129;73;1/01/2016;0;1;340.021.666.666.667;0.0549
0.798;120.012;0.719;pop;-4.582;0.134;0.591;0.0361;73;1/01/2010;2.34e-06;1;379.568.333.333.333;0.0162
0.588;113.608;0.491;pop;-6.177;0.0906;0.193;0.0506;72;13/10/2017;2.01e-06;1;449.333.333.333.333;0.0281
0.71;89.929;0.5;pop;-3.015;0.329;0.419;0.0339;72;4/09/2012;0.00025;1;2.92;0.19
0.445;50.827;0.286;pop;-8.087;0.114;0.278;0.0347;72;30/09/2020;0;1;362.253.333.333.333;0.355
0.415;114.145;0.728;pop;-6.852;0.0616;0.455;0.0639;72;28/07/2017;0;1;293.866.666.666.667;0.401
0.632;147.873;0.494;pop;-6.89;0.0869;0.0797;0.0342;72;7/09/2018;0;1;457.821.666.666.667;0.682
0.473;75.801;0.464;pop;-10.086;0.109;0.604;0.129;72;17/10/2019;0;1;347.811.666.666.667;0.866
0.72;79.983;0.508;pop;-5.908;0.0563;0.472;0.0628;71;17/11/2008;0;0;436.066.666.666.667;0.272
0.638;184.086;0.378;pop;-5.576;0.0849;0.735;0.075;71;21/02/2012;7.66e-05;1;417.711.666.666.667;0.02
0.549;90.04;0.644;pop;-5.415;0.134;0.167;0.0285;71;9/11/2007;8.85e-06;0;423.021.666.666.667;0.0209
0.725;123.28;0.49;pop;-3.304;0.0983;0.335;0.0392;70;27/10/2006;2.68e-05;1;400.733.333.333.333;0.123
0.63;89.991;0.654;pop;-4.644;0.111;0.43;0.0259;70;4/10/2019;0;1;279.488.333.333.333;0.153
0.316;118.582;0.398;pop;-7.031;0.295;0.174;0.0368;70;28/08/2015;0;1;422.236.666.666.667;0.805
0.922;130.007;0.666;pop;-4.645;0.0867;0.758;0.0352;70;1/01/2012;0;1;360.266.666.666.667;0.000348
0.348;74.541;0.349;pop;-6.142;0.12;0.0886;0.0316;69;10/05/2011;0;1;410.978.333.333.333;0.726
0.787;117.089;0.399;pop;-2.88;0.0685;0.572;0.0499;69;4/05/2015;6.07e-05;1;3.602;0.0197
0.465;113.81;0.6;pop;-4.951;0.149;0.0682;0.0314;69;13/03/2020;1.48e-06;1;3.848;0.643
0.698;143.994;0.726;pop;-4.165;0.309;0.867;0.0431;89;7/12/2012;0;1;38.913;0.049
0.587;186.003;0.679;pop;-7.015;0.137;0.486;0.276;87;25/11/2016;6.35e-06;1;384.088.333.333.333;0.141
0.669;112.238;0.908;pop;-2.827;0.237;0.662;0.0738;86;26/05/2002;0;1;483.866.666.666.667;0.00286
0.652;95.977;0.825;pop;-3.183;0.0931;0.931;0.0802;86;3/03/2017;0;0;389.521.666.666.667;0.581
0.939;129.024;0.671;pop;-3.206;0.298;0.53;0.161;84;17/06/2011;0;1;420.511.666.666.667;0.191
0.902;84.412;0.573;pop;-7.638;0.0928;0.876;0.054;84;1/06/1985;0.00125;0;375.466.666.666.667;0.018
0.824;100.024;0.778;pop;-5.892;0.405;0.758;0.0707;84;28/11/2005;0;0;363.488.333.333.333;0.284
0.791;105.018;0.894;pop;-4.699;0.0388;0.583;0.112;84;23/03/2004;0;1;417.288.333.333.333;0.0183
0.866;128.038;0.578;pop;-3.804;0.257;0.619;0.0619;83;2/12/2014;0;1;3.318;0.00701
0.887;122.509;0.532;pop;-3.757;0.294;0.794;0.0335;83;16/08/1986;0.000206;1;415.488.333.333.333;0.0778
